patent_id,inventor_id,company_id
8349136,2,
9045685,1,
8491251,0,
9546250,1,
3965649,0,
7921912,0,
9038397,2,
5678877,0,
9297985,0,
10761583,1,
4044779,0,
5194301,2,
10789846,1,
8469252,0,
4908278,0,
4549175,1,
11797827,4,
9503502,0,
10121388,0,
D600774,0,
5616451,1,
7087531,3,
6079393,1,
8985758,1,
6678183,0,
6667712,1,
D971005,1,
8836603,1,
8769430,1,
9878450,6,
10165205,0,
7116994,0,
12375713,0,
8331754,3,
9432802,4,
4728821,1,
7579078,2,
9020170,1,
4680315,2,
6429888,1,
6687419,0,
10885188,0,
11176967,0,
5223423,0,
6849073,2,
8013124,3,
9499618,0,
D1091743,1,
7461222,0,
9259098,1,
4167774,2,
7491394,5,
D798358,6,
5809424,0,
9912432,1,
11622377,1,
8188503,1,
11958142,0,
10069490,0,
D881301,0,
4293430,0,
4708347,0,
11071411,2,
7020289,0,
3963221,0,
12002557,0,
6296451,1,
11882736,0,
10279989,1,
10735510,1,
11046051,0,
7613242,0,
4580135,0,
7350157,0,
4815963,0,
5987895,2,
10010625,1,
11998201,4,
8898711,0,
7250391,2,
8048087,0,
6242293,0,
D1083576,0,
10886182,0,
10438767,0,
5572342,1,
8125333,0,
6673369,2,
11468058,0,
9093201,0,
6239702,1,
5103295,4,
9926632,0,
7164619,2,
7260597,1,ab02ca9c-5bcf-4acf-bdec-82b74c97c861
11155533,1,
5535887,2,
7405853,1,
10305557,0,
10237164,1,
7270731,0,
5483682,0,
8071953,1,
9319218,3,
10293039,1,
8673293,0,
11441745,2,
12456355,7,
12429407,5,
7936849,1,
7788747,19,
12354936,0,
7919934,0,
5204219,2,
10238413,3,
10267721,0,
7635363,9,
9574355,0,
11533003,4,
10378196,0,
8134703,0,
11664601,6,
7847013,0,
9860316,1,
5470456,0,
4950336,0,
9834319,0,
7147184,0,
8966940,0,
6540811,3,
9757194,8,
11061500,0,
4287394,2,
4561509,1,
10714588,1,
9165670,2,
5196475,0,
4272850,0,
10282762,1,
8107740,1,
6026454,2,
8074488,2,
7978168,1,
9492131,1,
11765912,3,
11200569,3,
D751407,2,
11713700,0,
6819161,1,
8331746,0,
6228931,0,
6225953,1,
5812070,1,
4709284,1,
8874593,1,
9671246,0,
D920449,0,
6270578,0,
9306965,1,
12165038,5,
10150793,4,
12074745,3,
9250271,2,
9542634,4,
10756276,1,
7511411,1,
4898360,0,
10708789,0,
6275111,2,
8359729,2,
7233592,3,
11226663,1,
10101956,0,
8488211,1,
5443898,1,
6845452,0,
6088131,6,
9270855,5,
11733466,1,
9966801,2,
11280883,1,
11004671,0,
5405972,3,
8549441,0,
5380419,0,
10403680,2,
D712840,2,
11781222,0,
5375280,1,
8621648,3,
5324423,0,
11845128,0,
11501127,3,
7296186,2,
6810656,1,
9479999,1,
6214697,0,
4355357,0,
10039885,0,
8740989,0,
4617602,1,
9571937,1,
5101857,2,
6231425,2,
10882409,0,
8566086,1,
11931495,0,
6306972,2,
11844226,2,
9419206,5,
5569617,0,
6606395,0,
10207338,0,
7569871,12,
5803347,2,
11998755,5,
10143315,0,
5059573,1,
4976335,0,
5516586,2,
10325200,3,
D985980,0,
7802178,1,
6771307,0,
7040140,4,
6997439,1,
9880061,1,
6166155,5,
8992114,0,
8857225,1,
9854975,3,
8674539,1,
D815790,1,
10368219,0,
6993400,0,
10483035,3,
5980760,2,
4828890,2,
12423935,1,
10241099,2,
10400167,3,
8754069,0,
9178568,4,
8466993,0,
10136620,0,
12115606,0,
5808884,0,
10677277,2,
7890384,0,
6284622,3,
12374429,3,
11542866,1,
7540387,0,
5740808,2,
12410291,3,
9459548,0,
8724519,3,
11327252,0,
5484620,0,
10872109,0,
6850967,0,
D577329,1,
6822267,0,
6146845,2,
8394376,0,
8814544,5,
5910306,1,
9342952,0,
12342021,1,
10833600,1,
10717614,0,
10361254,2,
5673132,0,
7221692,0,
12104904,0,
9520705,2,
6636690,1,
10056537,3,
6357286,3,
D1030451,0,
5350870,5,
11599688,6,
9497363,0,
4279876,3,
10929696,3,
9584072,0,
8778956,4,
D257740,1,
D1045921,7,
11681133,1,
10898025,0,
10319235,3,
5722421,1,
12246456,0,
6120391,2,
7833284,0,
6679626,0,
8407651,0,
10602309,0,
5412160,1,
7602230,2,
3961112,2,
5226039,5,b62b64a3-0189-453e-9190-cf93e6efa0f1
8814604,2,
11902324,1,
8214675,1,
7728660,0,
8394102,1,
10139239,0,
9240106,0,
6452655,0,
11588788,1,
9737721,0,
5508116,0,
12122699,1,
12483963,2,
9267485,2,
7585684,0,
8859163,1,
6209330,0,
4566315,2,
11258983,1,
6742059,0,
8341538,3,
8143744,3,
4368934,0,
7762573,5,
10530763,3,
7346886,0,
11049326,1,
8061776,2,
6759445,3,
9588459,2,
8948850,0,
10971922,1,
8064892,0,
11871940,2,
10142848,1,
9533911,1,
D551379,0,
9960296,2,
11021641,1,
12147696,3,
7463285,0,
7248877,7,
10728444,2,
5746400,0,
10846365,0,
9061478,0,
9616427,0,
9282057,3,
4503148,1,
8074312,0,
5674182,3,
RE29264,0,
8922463,0,
D1022442,3,
9542931,1,
8834176,0,
D860857,0,
D527592,2,
11076330,1,
4963922,1,
5861120,2,
6085188,3,
6160295,0,
11989199,0,
10049265,0,
5888391,3,
11826787,17,
12192483,8,
6909417,5,
7391870,2,
4583122,2,
7921780,0,
12161251,0,
10949656,0,
8857935,0,
4081610,0,
10107838,0,
5383833,1,
10542614,6,
7730531,0,
9531494,1,
5938033,0,
8861389,2,
6334885,2,
8696122,2,
7829364,0,
5987329,1,
12076435,1,
5779020,0,
12528094,1,
8300471,0,
D538618,11,
5472796,1,
D475809,0,
12014404,3,
7991673,3,
8029272,0,
8423894,2,
8125192,0,
12340877,0,
9299981,1,
6092501,1,
11551556,0,
10231758,0,
7626220,3,
9021097,1,
5174952,0,
7905065,0,
4265767,2,
4348472,0,
12485832,1,
5063832,1,
9174123,2,
4652442,2,
12125835,1,
9878787,11,
8882608,0,
8284960,1,
8114316,1,
D331576,0,
9286267,1,
5940156,0,
10573298,3,
6266247,1,
6529668,0,
8133713,3,
8734429,2,
9104052,1,
4494163,0,
9174476,3,
6113082,0,
8004482,0,
10951242,3,
8057604,6,
10230123,4,
5719209,2,
D1043666,4,
11837329,0,
12388162,0,
8947991,1,
11824156,4,
11542558,2,
10594492,0,
12497456,10,
10623738,4,
9276016,2,
11126544,1,
12094249,1,
9067101,0,
12376257,1,
9970903,2,
12314000,3,
11040941,3,
8988528,0,
9709310,1,
D998024,3,
4834740,0,
7209916,3,
12484436,8,
D798000,0,
5019473,1,
8471946,1,
4582151,1,
5395370,1,
10018519,2,
3958298,0,
5086611,0,
5324886,0,
9185417,3,
10494738,0,
9435812,2,
10947512,3,
4972006,1,
D726591,0,
7562752,0,
10164250,4,
7779598,1,
4067149,1,
7172576,3,
7309630,1,
7269384,7,
6327029,0,
12369786,2,
D917695,0,
5125702,1,
10038114,0,f354228e-3553-4520-9ba7-adc273a6e7ad
7879661,0,
7678142,3,
11994569,4,
11297407,2,
4525643,4,
8635967,1,
7934947,1,
6481721,1,
5565991,0,
5595225,1,
6003615,0,
6301157,0,
11689817,0,
8649272,0,
10570893,0,
7450664,0,
10429007,8,
8402738,2,
6243508,2,
6027810,0,
8167918,0,
6965083,0,
6541569,0,
11774071,1,
9744615,2,
9775361,1,
11847250,0,
12292837,0,
8943660,0,
D603052,1,
9162652,1,
9218958,2,
5885266,1,
11025502,1,
9714240,2,
10716528,1,
11212458,0,
5875361,0,
7318234,0,
4548128,1,
8189295,2,
7571983,0,
9006215,0,
10788294,0,
10835619,1,
7042929,2,
9061264,0,
9812542,0,
D543246,2,
12232659,1,
7362690,2,
8003237,1,
8609092,3,
5334246,2,
6592259,3,
12092994,1,
10401423,2,
11061924,14,
7066334,0,
9307231,2,
4444748,0,
7465382,0,
5521964,0,
12478607,3,
12314832,3,
7097409,0,
7839974,2,
11881588,3,
4087845,0,
11573126,2,
11216838,1,
5769821,0,
8481508,0,
8329986,4,
12049373,0,
D1003720,1,
10272554,3,
6832777,0,
D271740,0,
8245660,2,
10214762,2,
D951208,2,
6582504,0,
11493260,1,
4810957,2,
7421271,0,
6809915,0,
10430440,1,
12198144,11,
D955376,0,
11084707,4,
11331901,0,
7910581,4,
6229010,1,
10554078,3,
6738004,0,
10077238,4,
11178682,1,
11227106,3,
6426975,2,
11328884,1,
10310340,2,
10854353,2,
10814307,1,
10138181,0,
12137192,0,
7007150,1,
5646261,2,
8913572,1,
6028783,2,
5664939,0,
6864578,0,
9753962,1,
10412818,0,
11883422,0,
9304979,1,
10368777,0,
4585429,0,
11934252,2,
10103045,2,
10105362,0,
8527648,4,
8791303,6,
6616511,0,
8404068,0,
11628416,1,
6099144,0,
D853092,0,
10942968,0,
9365575,2,
10288305,2,
10209866,6,
10317157,3,
10332313,1,
8974693,0,
10393994,1,
10168869,1,
11405890,0,
8132446,0,
10069779,0,
11356738,0,
11561972,3,
4129463,1,
9496021,2,
D719962,1,
4169625,0,
5178201,0,
10496051,0,
7173981,0,
7532958,3,
5153279,6,
7330308,1,
D1013346,0,
9170488,3,
8958079,8,
11771965,3,
11683359,1,
10829601,1,a8f981e4-395b-49e6-9c4d-391411bb6b67
9388998,0,
11616794,0,
12199420,0,
4809743,0,
6320559,4,
8589242,5,
5831357,0,
7188014,1,
9171265,0,
D980808,0,
11654587,1,
6341032,2,
D462810,0,
4040714,1,
11854748,1,
12337779,5,
D837820,1,
11098331,4,
9424631,0,
6164436,0,
11517968,3,
8067086,1,
7323735,1,
11072373,1,
6038987,0,
5817560,0,
5932138,0,
D1024339,0,fa590e64-ae3e-4323-a2f8-040b5080b325
9082962,0,
11715213,1,
8401252,3,
8486202,4,
9147743,0,
9039621,1,
9631773,0,
7303652,0,
6907870,5,
11366066,6,
5276468,3,
11097077,0,
5413976,1,
D624384,0,
D497179,0,
4027248,0,
9695154,0,
4159130,0,
10299426,1,
11244070,2,
9774854,0,
4902258,1,
4180607,2,
11880385,6,
6247181,1,
7445103,2,
4379458,0,
10206591,0,
5795375,1,
5067860,1,
4636140,1,
11496633,0,
D922292,1,
11234603,2,
11522507,3,
6052754,0,
9626944,0,
11672408,0,
4771779,0,
6173467,0,
10952365,9,
12305728,2,
4211539,2,
5282914,0,
11578547,0,
8017841,1,
8572341,1,
7554246,0,
11624074,0,
10668586,0,
12139702,2,
7240991,5,
8608415,1,
9662510,0,
D253955,0,
10429663,3,
10788072,2,
9226513,1,
3997998,0,
4606565,0,
6436555,1,
9403560,1,
10980255,0,
5038750,0,
9421738,0,
8601053,7,
9588754,4,
11018884,0,
4424293,0,
6117452,3,
D534518,2,
6814692,0,
10172782,2,
7997748,3,
12294037,5,
11173146,0,
5237333,0,
10392324,3,
7003937,0,
8627632,0,
10768759,1,
4104210,1,
7696748,0,
4247297,2,
7712720,0,
8255499,5,
8318467,0,
7348203,1,
5185534,2,
6618155,0,
7462524,0,
5245727,0,
11764928,0,
11560825,1,
8516452,2,
6438870,2,
5349449,2,
10684783,0,
9458701,0,
D933816,3,
12506394,0,
4547637,0,
D400495,1,
7640669,0,
D615471,1,
11938617,0,
7435906,0,
5455918,2,
12501663,2,
D265768,0,
5092061,1,
11468122,2,
11730454,2,
10051709,1,
6389098,0,
12405415,4,
8435705,2,
10333715,1,
8404439,0,e9a69cf0-3cc3-4b7b-acfc-7f385a989c85
11429823,1,
10039816,1,
4570239,0,
10785000,3,
10515887,1,
7730528,2,
11530572,2,
10962232,3,
10253741,0,
5832970,0,
9269831,5,
6624504,2,
10600275,1,
5145641,0,
8206300,0,
11904003,5,
6115742,1,
5272886,1,
12437082,0,
7663746,4,
11061973,1,
5803474,1,
8227500,1,
7709304,1,
11584197,3,
10450880,0,
11536433,0,
D1045811,2,
10820812,1,
11565309,0,
4012434,0,
7347997,0,
11119444,7,
D762496,0,
11996657,3,
9129110,3,
7689633,0,
11320057,0,
4255415,0,
10580279,0,
D914621,2,
12061406,1,
10051499,7,
4321797,1,
4142412,1,
5309147,1,
5485184,10,
7214198,2,
4154828,1,
D1067630,0,
7370452,0,
11867481,2,
7647565,2,
7481765,4,
6725083,0,
7308941,0,
9476050,2,
10004323,1,
10833913,1,
10635949,0,
10284092,1,
D411928,3,
7176228,2,
12149465,1,
7630059,0,
11268517,3,
12450806,0,
9966754,3,
9642889,10,
8801681,2,
12124641,1,
12355171,3,
12153178,0,
8014279,5,
D638521,0,
7713189,0,
12098299,1,
12137348,1,
7498752,1,
5242063,0,
D655067,4,
D1082534,0,
8188551,0,
D469255,0,
4702290,0,
8335301,0,
11380579,0,
11447101,5,
10010808,0,
10628688,4,
12168133,6,
10431155,1,
7892745,1,
9699090,1,
11943329,1,
9107426,0,
6065338,2,
8673831,2,
6749951,0,
7418125,0,
11451867,6,
5267667,0,
8625150,0,
10004581,0,
4233531,1,
6624288,2,
D1028462,0,
8408832,0,
10328162,5,
6201026,1,
9604047,4,
5835923,0,
5993698,3,
D735700,2,
10147628,0,
D595381,3,
12199881,0,
5949689,1,
12193437,0,
12006277,0,
4663742,3,
9312787,1,
9361810,2,
11990853,1,
10551786,5,
10485972,0,
6288073,1,
6975084,0,
5547864,1,
8118996,1,
11266744,3,
6812234,7,
11956814,0,
D793695,0,
4791126,2,
9889167,2,
9365798,4,
6595597,0,
6882009,0,
8839114,2,
5859067,0,
11203963,0,
7587303,0,
6441248,0,
D833186,0,
8708850,0,
D826452,0,
5985302,1,
12449623,3,
8039003,3,
8189811,0,
9632686,2,
7100200,2,
D382246,0,
10212833,1,
5174412,0,
10783526,0,
10285724,4,
9361988,7,
4287278,0,
5804888,3,
12027193,2,
10996096,0,
5222568,2,
7455947,0,
5585698,0,
8404344,0,
5166621,0,
11818405,1,
5562135,2,
7241297,5,
11497822,0,
6521155,0,
9064704,4,
9104202,1,
12200794,2,
5969931,2,
7235693,2,
9905722,1,
4166403,0,
8251166,1,
8772706,0,
D1030748,14,
5003286,1,
10808967,1,
11153759,1,
10613875,3,
5050091,0,
5467765,0,
11527622,5,
12281317,1,
8963042,3,
6514439,1,
6862429,0,
9851530,1,
9233610,1,
11632785,5,
6266315,1,
6106842,1,
5438746,1,
8338417,0,
4968805,2,
10700359,0,
6314839,0,
12030527,2,
12196318,3,
10446319,0,
4681922,3,
8524304,0,
D710312,2,
11582435,6,
5906442,0,
D961897,0,
9912612,2,
11098247,1,
10710842,5,
D379290,0,
8870856,3,
D746024,0,
D780649,0,
6284496,0,
8155920,0,
9504071,2,
8778236,1,
8174490,1,
10201168,1,
11282094,0,
D734119,1,
8125780,1,
D1020057,2,
7799639,5,
10832853,2,
RE46686,0,
6662469,0,
9251643,0,
10425117,1,
9862518,2,
5075520,1,
10830892,3,
11913448,0,
8922990,0,
5925040,0,
7352208,0,
11829458,5,
9824986,0,
5157097,1,
5403913,2,
5716785,2,
8898660,2,
11151836,0,
4763772,0,
8558273,1,
6583819,2,
10930105,1,
5238519,1,
11535624,0,
6057602,1,
8046762,0,
6897674,1,
4594214,0,
4385654,2,
D388348,0,
9420111,0,
8851218,3,
10867204,1,
7990312,0,
8190925,3,
7105098,1,
4501908,1,
10163403,9,
5085559,1,
12238414,3,
5798698,1,
12101767,7,
PP32499,3,
10535874,3,
11033684,2,
12259889,2,
11542022,2,
4559278,1,
4425663,0,
12169771,4,
12483698,1,
D956433,1,
11574622,1,
11191834,1,
5983159,0,
11643681,0,
11519608,0,
5012918,1,
10979786,7,
4940674,0,
D898688,2,
9228171,0,
11661716,0,
10795649,1,
6196219,7,
11796528,3,
4104308,1,
8762700,1,
10616653,5,
10921670,3,
9913313,0,
8716818,0,
5374479,1,
9552979,1,
8971790,2,
6403752,1,
10490745,0,
8332169,1,
4479922,0,
11554834,0,
12385818,1,
7000039,0,
9523559,0,
11581397,0,
10166408,0,
8002463,2,
5913515,1,
11335539,3,
9790144,3,
11931508,10,
6484232,0,
10112426,0,
D466837,0,
D323554,0,
8862156,1,
8451245,1,fd496686-6874-407c-ba61-bcadb7bf7c96
6904763,0,
4884569,2,
10608623,1,
D1031635,0,
5227357,0,
6719216,0,
D1065035,0,
7532181,1,
5212296,3,
10770758,2,
11219282,0,
7504775,2,
9514906,0,
11790072,3,
9971289,17,
4313439,1,
9596303,1,
6452066,0,
6514125,1,
4317776,0,
4658854,1,
11263975,0,
12393311,1,
7586903,1,
6680787,1,
8146469,0,
11685955,0,
12036909,0,
11182015,1,
7454795,0,
D683377,0,
9864673,1,
8025839,0,
6503160,0,
8481101,1,
5571929,0,
8105006,2,
10123398,1,
6911637,0,
4754620,0,
6419785,1,
8913144,4,
9188389,3,
11335783,1,
12467880,2,
11982679,7,
7917108,1,
12269464,0,
11733683,1,
7361143,2,
9676256,1,
7123413,1,
D274603,0,
8290272,1,
7870147,2,
11981704,2,
9320667,0,
9111615,0,
D625026,1,
4364245,1,
7475053,0,d414b736-2b0f-4219-9914-bf55f91f820b
6397751,0,
D640938,1,
4634784,3,
7008653,1,
6769524,2,
10077306,11,
5428996,3,
10490590,0,
8880317,0,
8188322,0,
8051380,0,
6339177,0,
9413821,0,
10660178,0,
9728196,2,
4753169,0,
9912518,3,
6335424,2,
D1058840,4,
6343102,3,
7407687,0,
10255383,7,
11442011,2,
5426418,0,
8705253,0,
6820477,0,
7363935,0,
D606114,0,
D498565,3,
9120878,2,
8110086,0,
6378160,0,
11456912,1,
9555731,1,
8676334,1,
11236425,0,
9322771,0,
9127137,2,
11320193,2,
7475795,0,
7280285,0,
12059551,4,
11198472,2,
9004790,1,
10841353,2,
9974953,9,
9662638,3,
4321804,0,
11212315,0,
9342883,1,
7700190,2,
5910673,1,
4705265,0,
6352792,0,
11115286,0,
10754205,0,
12270470,0,
5605375,0,
11219188,0,
10205468,5,
6755602,0,
7369238,1,
5689057,3,
10163342,2,
6230848,5,
5350641,1,
10992597,0,
4989105,0,
9733228,2,
6728174,2,
5574370,0,
5196860,0,
7497475,0,
7588962,0,
12118169,1,
12366636,0,
7573719,0,
5711215,5,
11228598,0,
10845928,1,
12109166,2,
6200995,7,
10074268,1,
12065252,1,
6951520,2,
4632125,1,
D559069,0,
D933688,4,
4552720,1,
11720699,1,
9005483,0,
D897424,0,
7414069,5,
9879121,0,
10072067,0,
8693687,0,
8121311,0,
4960595,1,
7267745,0,
4754524,0,
4901560,6,
8529572,1,
10992874,0,
5971407,3,
7964447,3,
5517792,1,
9433667,1,
8509052,0,
11107321,0,
8609688,11,
12124015,3,
11610331,2,
5583848,0,
12156024,1,
5928019,2,
7683618,2,
9838912,1,
10351532,13,
9178312,0,
11973198,3,
11254796,0,
12207546,3,
8277745,2,
10754090,1,
5889909,3,
8063314,5,
6157737,1,
12419845,4,
9513281,1,
8208717,0,
10493406,1,
8279874,9,
5495040,0,
10052172,2,
4541910,0,
9805022,1,
11860726,3,
11941517,1,
8101703,8,
9503284,0,
D464081,2,
11816050,3,
8890249,3,
8859005,1,
9879012,1,
11745970,0,
11282038,3,
9907149,0,
11796881,2,
10610850,3,
6302648,3,
7492764,2,
11302020,1,
5677861,1,
5805769,1,
11865383,1,
11247660,1,
9703216,0,
11516043,2,
12242900,2,
7200875,0,
7715023,0,
11761383,0,
5026897,6,
9680591,2,
11557722,7,
5320653,1,
6366959,2,
D1101892,0,
6042400,2,
5691152,2,
10369532,0,
4729801,3,
5069453,1,
8054118,2,
10305909,0,
9914724,2,
12073650,3,
8896785,1,
6745301,0,
4260527,1,
9769616,3,
4932860,3,
9845577,0,
11251957,0,
9786175,1,
10299164,2,
8594653,0,
6217986,0,
D708344,0,
9668366,1,
6007739,1,
11930117,0,
11324293,1,
4389835,0,
8619946,0,
8889540,1,
10160239,1,
11965874,2,
12449635,0,
4072237,0,
12436409,3,
11310705,8,
11343997,2,
10610297,1,
5121170,3,
12248518,0,
5846101,0,
8870918,0,
9177474,1,
8162959,8,
9971919,5,
9577241,0,
11076213,0,
10568463,0,
10344952,0,
9102198,0,
D1073436,1,
8990087,3,
11993377,0,
7085451,2,
11226791,0,
6840562,1,
11578723,1,
10906166,3,
5245975,0,
11015840,2,
11222008,0,
7160200,0,
7680841,0,
7801501,1,
11259357,1,
7733949,1,
10051383,5,
11060988,2,
11206330,0,
11766119,1,
6291267,0,
5148965,1,
12207252,2,906da649-dd98-4eac-a78c-d5dc3cc385b1
7113060,2,
6797061,1,
11728535,5,
11392611,1,
7930469,1,
D601584,0,
D497578,1,
12033175,0,
11526901,1,
10093478,1,
7115368,2,
6203069,1,
11997996,0,
10312183,2,
11381445,37,
4693822,2,
12082862,1,
11124328,5,
10823739,5,
12402612,0,
9601372,1,
7958616,0,
7202679,2,
9466761,1,
D1088008,1,
10747018,4,
5427915,1,
4407748,3,
10242878,5,
6001998,3,
10474023,0,
11855727,1,
8427433,0,
6163772,0,
6473935,0,
11759595,3,
8703866,0,
8155741,1,
10158732,2,
10961426,2,
10555666,2,
9397869,0,
D1077366,0,
10772361,0,
9009604,1,
10875953,2,
8970544,0,
9771271,0,
4307566,1,
8661053,3,
11395966,0,
8551388,0,
10237208,6,
8661117,3,
4205800,1,
11931740,0,
5427788,1,
10304902,7,
11366613,0,
H1271,0,
11778923,4,
5596571,0,
9994082,0,
6875618,2,
8122917,6,
6535222,0,
5140394,3,
11241459,1,
4335112,0,
8144563,2,
8305033,0,
7107303,0,
8544354,1,
7558877,2,
11879215,1,
12476981,2,
12206981,1,
8495927,2,
4810569,0,
8153802,3,
11400686,0,
7394084,1,
5277989,0,
11071837,3,
12117666,3,
9851833,1,
4814970,0,
10438417,0,
5269345,1,
7926870,0,
4158913,0,
9241600,0,
12283853,1,
7748461,0,
7534861,3,
7258283,8,
9603562,3,
7639068,0,
4268945,0,
12163963,3,
6917741,2,
12326718,1,
6802166,0,
9705070,0,
7746882,2,
7795361,8,
6153688,0,
4914449,3,
11718855,8,
10436128,0,
4642081,0,
11152499,1,
11698819,3,
8677938,0,
8238540,1,
6323272,3,
12194250,0,
5888512,0,
D312922,0,
8476274,7,
10025192,6,
D426513,0,
10282733,0,
10149896,1,
D706004,1,
7467789,1,
11292582,1,
11492587,4,
D611470,14,
7557037,0,
7143846,0,
7484612,2,
8237857,0,
5979571,3,
6483966,0,
12320058,0,
11782413,11,
7733182,0,
4976395,0,
11955660,5,
6503784,0,
10542854,4,
11070566,0,
D864031,2,
9092638,0,
7054405,2,
11668015,1,
5895464,0,
10903272,2,
4330631,3,
4550850,1,
12473553,1,
11586548,4,
4382817,0,
11745969,1,
10258875,0,
D1035695,1,
10808169,0,
6288801,0,
7364013,2,
5575911,0,
11704570,0,
7313483,0,
7768719,0,
12224568,0,
8901111,2,
6837365,0,
6376184,0,
8329065,0,
11515836,0,
10507202,1,
8003883,1,
9940879,1,
6303106,1,
7754423,2,
6587104,0,
11944796,9,
9450118,0,
6470734,2,
6341287,5,
11186281,1,
6198672,1,
9259358,7,
9539252,4,
9514852,0,
9941220,2,
11737250,1,
8602486,3,
10243246,1,
10851209,1,
4981836,2,
10925167,3,
11528078,1,
5561792,0,
D632861,0,
11581238,4,
6957917,0,
5249849,0,
12039672,1,
10990757,2,
12263202,1,
10830966,0,
11341681,1,
4829922,0,
5156577,1,
4607227,1,
11163775,1,
8247908,1,
9214990,0,
9153450,0,
11727941,2,
10562544,0,
10702949,0,
8095225,4,
8523889,3,
6265167,0,
11299413,1,adc0f2ca-b720-4077-9107-110a63c59b06
11085390,1,
5843785,0,
6469419,2,
5408666,0,
10972810,0,
8499960,0,
10418405,1,
11402801,1,
12357126,1,
5672627,0,
11822119,4,
9890095,0,
D397228,3,
12531330,3,
11640466,0,
7422301,4,
7414705,0,
11594641,4,
5916478,5,
9413049,0,
6340531,4,
11932521,0,
11492549,0,
11927689,0,
10053289,1,
8145745,3,3da4c986-211f-4499-8d7a-d0c794021c02
9059128,1,
9972980,0,
11546025,1,
6317048,1,
9591304,1,
8787223,3,
12147941,4,
6451442,2,
10880985,1,
12321531,4,
9821262,2,
D282127,0,
7079592,3,
9014972,0,
9439473,1,
4633856,0,
7551780,5,
5023556,0,
9252119,0,
12517585,0,
10138354,1,
7610605,1,
8020514,4,
8846767,0,
9385459,1,
11557958,1,
12039883,0,
10291475,2,
D1095928,0,
8612426,1,
6840898,0,
7796129,2,
11413464,1,
7323205,3,
12520639,0,
6062253,0,
6810049,0,
11979054,1,
10359757,2,
9828402,9,
11728510,1,
9999728,1,
7705603,0,
5817354,0,
6455504,2,
11661439,4,
12206882,3,
8687579,0,
5579516,1,
11670220,3,
D1099424,1,
7793346,0,
D304774,0,
9135059,5,
D792666,0,
9264639,0,
9664112,1,
9223695,3,
12287356,1,
12384492,0,
10575763,1,
11696718,2,
6750724,2,
8373562,1,
10546743,7,
10655011,0,
8712792,1,
D396931,0,
11074890,1,
10751458,1,
11403845,2,
6959786,0,
9770062,0,
7998971,1,
6440156,2,
6005359,0,
5449449,0,
10228864,2,
7278929,1,
7588876,3,
10194306,1,
10520447,3,
6473951,0,
D605635,0,
11619214,6,
5061615,1,
4101992,0,
5966315,1,
10480858,2,
4202792,0,
6347283,0,
11285868,4,
5450235,1,
12028556,5,
8694524,0,
10558752,0,
9459689,4,
9057572,0,
12438305,0,
D458474,0,
4543311,0,
D480850,0,
11598513,1,
11777698,0,
10862136,2,
6518207,0,
9790240,6,
12317689,0,
D600201,0,
8548571,3,
4722447,0,
11492407,4,
D946787,0,
9299671,1,
D677232,0,
11676333,5,
11253953,1,
8982775,1,
6343985,0,
9202688,6,
9319822,0,
6932813,0,
10392537,4,
7276608,4,
12137242,5,
4109477,0,
12530218,2,
5067657,3,
D673488,0,
6893208,1,
4610249,2,
9565799,0,
7404852,2,
10312158,5,
9320262,0,
9414162,2,
10720984,2,
5484765,0,
11867818,1,
10052095,0,
4652450,0,
5810967,0,
5985432,0,
10314914,0,
6976630,3,
9878462,0,
4141122,0,
10462288,0,
7050132,0,
7338395,0,
5821368,1,
7221118,1,
7301434,3,
7290739,3,
D328148,0,
12039285,4,
5780396,1,
10253520,0,
4574228,1,
9923790,2,
11839639,1,
9476827,6,
9125245,2,
9409515,1,
4886724,4,
4776666,2,
8013513,2,
10234106,0,
9256901,1,
7613188,2,
9981868,2,
8275518,3,
11648470,0,
9513704,3,
6162498,2,
8775777,2,
10425313,1,
11491540,0,
8835044,3,
6569789,1,
9991609,0,
10625558,1,
D431398,0,
11634280,3,
6703945,0,
H1765,2,
10341657,0,
D721064,0,
7152666,1,
8134027,1,
7107725,0,
6705811,0,
5525760,0,
6663318,0,
9542668,4,
10939682,5,
5607802,2,
11618273,1,
7054004,2,
11539143,2,
9095894,0,
10223799,7,
6354431,2,
12414292,0,
7184163,1,
8801412,5,
10103001,9,
11178072,2,
7947650,2,
10417252,0,
4953927,0,
D1096743,12,
11880206,0,
7396702,3,
12263861,7,
4943456,0,
11163040,2,
4027294,1,
D945411,2,
11676760,1,
11485234,0,
4526285,3,
9315489,4,
9166619,4,
7067390,1,
8771741,3,
6353078,0,
12106493,1,
4075366,1,
7502233,1,
11501109,0,
4978732,1,
9674706,0,
12459434,1,
7503256,0,
4672699,0,
D845984,7,
12281802,3,
10797008,0,
11767142,0,
8796151,0,
7024233,3,
11437591,1,
12047818,0,
RE32713,0,
9294977,1,
12125043,0,
8643607,2,
12175441,0,
10504189,1,
9788777,5,
11802736,0,
9814097,1,
12329233,0,
9709006,2,
6835793,2,
D386228,5,
RE44693,1,
7729132,0,
5901810,0,
6781744,3,
12253956,3,
8874649,0,
6362839,1,
8324003,2,
4423973,0,
10554560,1,
9847151,0,
5480754,0,
12283075,4,
5347427,0,
11654568,1,
10182778,2,
9818345,1,
11967030,1,
9543077,3,
9963444,5,
6013024,0,
12381419,0,
10859790,0,
